language,serieId,setId,setName,cardNumber,cardId,cardName,reason
zh,sm,sm8,Lost Thunder,209,sm8-209,Judge,LANG_MISSING
zh,sm,sm8,Lost Thunder,53,sm8-53,Alolan Vulpix,LANG_MISSING
zh,sm,sm8,Lost Thunder,94,sm8-94,Girafarig,LANG_MISSING
zh,sm,sm8,Lost Thunder,67,sm8-67,Primarina,LANG_MISSING
zh,sm,sm8,Lost Thunder,36,sm8-36,Gogoat,LANG_MISSING
zh,sm,sm8,Lost Thunder,16,sm8-16,Shuckle,LANG_MISSING
zh,sm,sm8,Lost Thunder,47,sm8-47,Entei,LANG_MISSING
zh,sm,sm8,Lost Thunder,73,sm8-73,Chinchou,LANG_MISSING
zh,sm,sm8,Lost Thunder,22,sm8-22,Sceptile GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,80,sm8-80,Pachirisu,LANG_MISSING
zh,sm,sm8,Lost Thunder,229,sm8-229,Choice Helmet,LANG_MISSING
zh,sm,sm8,Lost Thunder,90,sm8-90,Unown,LANG_MISSING
zh,sm,sm8,Lost Thunder,32,sm8-32,Vespiquen,LANG_MISSING
zh,sm,sm8,Lost Thunder,63,sm8-63,White Kyurem,LANG_MISSING
zh,sm,sm8,Lost Thunder,57,sm8-57,Delibird,LANG_MISSING
zh,sm,sm8,Lost Thunder,17,sm8-17,Shuckle GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,46,sm8-46,Houndoom,LANG_MISSING
zh,sm,sm8,Lost Thunder,72,sm8-72,Electivire,LANG_MISSING
zh,sm,sm8,Lost Thunder,23,sm8-23,Wurmple,LANG_MISSING
zh,sm,sm8,Lost Thunder,81,sm8-81,Blitzle,LANG_MISSING
zh,sm,sm8,Lost Thunder,228,sm8-228,Adventure Bag,LANG_MISSING
zh,sm,sm8,Lost Thunder,91,sm8-91,Unown,LANG_MISSING
zh,sm,sm8,Lost Thunder,33,sm8-33,Shaymin,LANG_MISSING
zh,sm,sm8,Lost Thunder,62,sm8-62,Beartic,LANG_MISSING
zh,sm,sm8,Lost Thunder,56,sm8-56,Lapras,LANG_MISSING
zh,sm,sm8,Lost Thunder,27,sm8-27,Cascoon,LANG_MISSING
zh,sm,sm8,Lost Thunder,76,sm8-76,Mareep,LANG_MISSING
zh,sm,sm8,Lost Thunder,85,sm8-85,Tapu Koko,LANG_MISSING
zh,sm,sm8,Lost Thunder,42,sm8-42,Typhlosion,LANG_MISSING
zh,sm,sm8,Lost Thunder,13,sm8-13,Skiploom,LANG_MISSING
zh,sm,sm8,Lost Thunder,189,sm8-189,Sightseer,LANG_MISSING
zh,sm,sm8,Lost Thunder,218,sm8-218,Magcargo GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,208,sm8-208,Faba,LANG_MISSING
zh,sm,sm8,Lost Thunder,199,sm8-199,Blacephalon GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,52,sm8-52,Blacephalon GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,95,sm8-95,Shedinja,LANG_MISSING
zh,sm,sm8,Lost Thunder,66,sm8-66,Brionne,LANG_MISSING
zh,sm,sm8,Lost Thunder,37,sm8-37,Tapu Bulu,LANG_MISSING
zh,sm,sm8,Lost Thunder,227,sm8-227,Lugia GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,145,sm8-145,Cutiefly,LANG_MISSING
zh,sm,sm8,Lost Thunder,114,sm8-114,Larvitar,LANG_MISSING
zh,sm,sm8,Lost Thunder,182,sm8-182,Lusamine ◇,LANG_MISSING
zh,sm,sm8,Lost Thunder,213,sm8-213,Professor Elm’s Lecture,LANG_MISSING
zh,sm,sm8,Lost Thunder,120,sm8-120,Umbreon,LANG_MISSING
zh,sm,sm8,Lost Thunder,171,sm8-171,Custom Catcher,LANG_MISSING
zh,sm,sm8,Lost Thunder,49,sm8-49,Victini,LANG_MISSING
zh,sm,sm8,Lost Thunder,18,sm8-18,Heracross,LANG_MISSING
zh,sm,sm8,Lost Thunder,59,sm8-59,Suicune,LANG_MISSING
zh,sm,sm8,Lost Thunder,1,sm8-1,Tangela,LANG_MISSING
zh,sm,sm8,Lost Thunder,161,sm8-161,Kecleon,LANG_MISSING
zh,sm,sm8,Lost Thunder,130,sm8-130,Genesect GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,203,sm8-203,Tyranitar GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,192,sm8-192,Wait and See Hammer,LANG_MISSING
zh,sm,sm8,Lost Thunder,104,sm8-104,Meloetta,LANG_MISSING
zh,sm,sm8,Lost Thunder,155,sm8-155,Eevee,LANG_MISSING
zh,sm,sm8,Lost Thunder,217,sm8-217,Virizion GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,186,sm8-186,Morty,LANG_MISSING
zh,sm,sm8,Lost Thunder,175,sm8-175,Fairy Charm Psychic,LANG_MISSING
zh,sm,sm8,Lost Thunder,124,sm8-124,Forretress,LANG_MISSING
zh,sm,sm8,Lost Thunder,223,sm8-223,Tyranitar GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,110,sm8-110,Sudowoodo,LANG_MISSING
zh,sm,sm8,Lost Thunder,141,sm8-141,Gardevoir,LANG_MISSING
zh,sm,sm8,Lost Thunder,79,sm8-79,Raikou,LANG_MISSING
zh,sm,sm8,Lost Thunder,28,sm8-28,Dustox,LANG_MISSING
zh,sm,sm8,Lost Thunder,38,sm8-38,Moltres,LANG_MISSING
zh,sm,sm8,Lost Thunder,69,sm8-69,Toxapex,LANG_MISSING
zh,sm,sm8,Lost Thunder,5,sm8-5,Chikorita,LANG_MISSING
zh,sm,sm8,Lost Thunder,151,sm8-151,Tapu Fini,LANG_MISSING
zh,sm,sm8,Lost Thunder,100,sm8-100,Cofagrigus,LANG_MISSING
zh,sm,sm8,Lost Thunder,233,sm8-233,Lost Blender,LANG_MISSING
zh,sm,sm8,Lost Thunder,134,sm8-134,Wigglytuff,LANG_MISSING
zh,sm,sm8,Lost Thunder,165,sm8-165,Trumbeak,LANG_MISSING
zh,sm,sm8,Lost Thunder,196,sm8-196,Sceptile GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,207,sm8-207,Lugia GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,187,sm8-187,Net Ball,LANG_MISSING
zh,sm,sm8,Lost Thunder,216,sm8-216,Sceptile GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,174,sm8-174,Fairy Charm Grass,LANG_MISSING
zh,sm,sm8,Lost Thunder,125,sm8-125,Steelix,LANG_MISSING
zh,sm,sm8,Lost Thunder,222,sm8-222,Sigilyph GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,111,sm8-111,Phanpy,LANG_MISSING
zh,sm,sm8,Lost Thunder,140,sm8-140,Kirlia,LANG_MISSING
zh,sm,sm8,Lost Thunder,78,sm8-78,Ampharos,LANG_MISSING
zh,sm,sm8,Lost Thunder,29,sm8-29,Nincada,LANG_MISSING
zh,sm,sm8,Lost Thunder,39,sm8-39,Cyndaquil,LANG_MISSING
zh,sm,sm8,Lost Thunder,68,sm8-68,Mareanie,LANG_MISSING
zh,sm,sm8,Lost Thunder,4,sm8-4,Pinsir,LANG_MISSING
zh,sm,sm8,Lost Thunder,150,sm8-150,Tapu Lele,LANG_MISSING
zh,sm,sm8,Lost Thunder,101,sm8-101,Litwick,LANG_MISSING
zh,sm,sm8,Lost Thunder,232,sm8-232,Electropower,LANG_MISSING
zh,sm,sm8,Lost Thunder,135,sm8-135,Marill,LANG_MISSING
zh,sm,sm8,Lost Thunder,164,sm8-164,Pikipek,LANG_MISSING
zh,sm,sm8,Lost Thunder,206,sm8-206,Mimikyu GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,197,sm8-197,Virizion GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,226,sm8-226,Mimikyu GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,144,sm8-144,Xerneas ◇,LANG_MISSING
zh,sm,sm8,Lost Thunder,115,sm8-115,Larvitar,LANG_MISSING
zh,sm,sm8,Lost Thunder,212,sm8-212,Morty,LANG_MISSING
zh,sm,sm8,Lost Thunder,183,sm8-183,Mina,LANG_MISSING
zh,sm,sm8,Lost Thunder,121,sm8-121,Tyranitar GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,170,sm8-170,Counter Gain,LANG_MISSING
zh,sm,sm8,Lost Thunder,48,sm8-48,Heatran,LANG_MISSING
zh,sm,sm8,Lost Thunder,19,sm8-19,Celebi ◇,LANG_MISSING
zh,sm,sm8,Lost Thunder,58,sm8-58,Mantine,LANG_MISSING
zh,sm,sm8,Lost Thunder,160,sm8-160,Ho-Oh,LANG_MISSING
zh,sm,sm8,Lost Thunder,131,sm8-131,Magearna,LANG_MISSING
zh,sm,sm8,Lost Thunder,193,sm8-193,Whitney,LANG_MISSING
zh,sm,sm8,Lost Thunder,202,sm8-202,Sigilyph GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,105,sm8-105,Mareanie,LANG_MISSING
zh,sm,sm8,Lost Thunder,154,sm8-154,Ditto ◇,LANG_MISSING
zh,sm,sm8,Lost Thunder,236,sm8-236,Wait and See Hammer,LANG_MISSING
zh,sm,sm8,Lost Thunder,126,sm8-126,Scizor,LANG_MISSING
zh,sm,sm8,Lost Thunder,177,sm8-177,Fairy Charm Dragon,LANG_MISSING
zh,sm,sm8,Lost Thunder,215,sm8-215,Shuckle GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,184,sm8-184,Mixed Herbs,LANG_MISSING
zh,sm,sm8,Lost Thunder,143,sm8-143,Carbink,LANG_MISSING
zh,sm,sm8,Lost Thunder,112,sm8-112,Donphan,LANG_MISSING
zh,sm,sm8,Lost Thunder,221,sm8-221,Zeraora GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,88,sm8-88,Xatu,LANG_MISSING
zh,sm,sm8,Lost Thunder,7,sm8-7,Bayleef,LANG_MISSING
zh,sm,sm8,Lost Thunder,98,sm8-98,Sigilyph GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,231,sm8-231,Custom Catcher,LANG_MISSING
zh,sm,sm8,Lost Thunder,102,sm8-102,Lampent,LANG_MISSING
zh,sm,sm8,Lost Thunder,153,sm8-153,Blissey,LANG_MISSING
zh,sm,sm8,Lost Thunder,194,sm8-194,Memory Energy,LANG_MISSING
zh,sm,sm8,Lost Thunder,205,sm8-205,Alolan Ninetales GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,167,sm8-167,Adventure Bag,LANG_MISSING
zh,sm,sm8,Lost Thunder,136,sm8-136,Azumarill,LANG_MISSING
zh,sm,sm8,Lost Thunder,116,sm8-116,Pupitar,LANG_MISSING
zh,sm,sm8,Lost Thunder,147,sm8-147,Morelull,LANG_MISSING
zh,sm,sm8,Lost Thunder,225,sm8-225,Alolan Ninetales GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,173,sm8-173,Faba,LANG_MISSING
zh,sm,sm8,Lost Thunder,122,sm8-122,Alolan Diglett,LANG_MISSING
zh,sm,sm8,Lost Thunder,180,sm8-180,Life Forest ◇,LANG_MISSING
zh,sm,sm8,Lost Thunder,211,sm8-211,Mina,LANG_MISSING
zh,sm,sm8,Lost Thunder,3,sm8-3,Scyther,LANG_MISSING
zh,sm,sm8,Lost Thunder,201,sm8-201,Zeraora GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,190,sm8-190,Spell Tag,LANG_MISSING
zh,sm,sm8,Lost Thunder,132,sm8-132,Alolan Ninetales GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,163,sm8-163,Pikipek,LANG_MISSING
zh,sm,sm8,Lost Thunder,235,sm8-235,Spell Tag,LANG_MISSING
zh,sm,sm8,Lost Thunder,157,sm8-157,Smeargle,LANG_MISSING
zh,sm,sm8,Lost Thunder,106,sm8-106,Nihilego,LANG_MISSING
zh,sm,sm8,Lost Thunder,117,sm8-117,Carbink,LANG_MISSING
zh,sm,sm8,Lost Thunder,146,sm8-146,Ribombee,LANG_MISSING
zh,sm,sm8,Lost Thunder,224,sm8-224,Genesect GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,172,sm8-172,Electropower,LANG_MISSING
zh,sm,sm8,Lost Thunder,123,sm8-123,Alolan Dugtrio,LANG_MISSING
zh,sm,sm8,Lost Thunder,210,sm8-210,Kahili,LANG_MISSING
zh,sm,sm8,Lost Thunder,181,sm8-181,Lost Blender,LANG_MISSING
zh,sm,sm8,Lost Thunder,2,sm8-2,Tangrowth,LANG_MISSING
zh,sm,sm8,Lost Thunder,191,sm8-191,Thunder Mountain ◇,LANG_MISSING
zh,sm,sm8,Lost Thunder,200,sm8-200,Suicune GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,133,sm8-133,Jigglypuff,LANG_MISSING
zh,sm,sm8,Lost Thunder,162,sm8-162,Kecleon,LANG_MISSING
zh,sm,sm8,Lost Thunder,234,sm8-234,Net Ball,LANG_MISSING
zh,sm,sm8,Lost Thunder,156,sm8-156,Stantler,LANG_MISSING
zh,sm,sm8,Lost Thunder,107,sm8-107,Poipole,LANG_MISSING
zh,sm,sm8,Lost Thunder,127,sm8-127,Dialga,LANG_MISSING
zh,sm,sm8,Lost Thunder,176,sm8-176,Fairy Charm Fighting,LANG_MISSING
zh,sm,sm8,Lost Thunder,185,sm8-185,Moomoo Milk,LANG_MISSING
zh,sm,sm8,Lost Thunder,214,sm8-214,Whitney,LANG_MISSING
zh,sm,sm8,Lost Thunder,142,sm8-142,Dedenne,LANG_MISSING
zh,sm,sm8,Lost Thunder,113,sm8-113,Hitmontop,LANG_MISSING
zh,sm,sm8,Lost Thunder,220,sm8-220,Suicune GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,89,sm8-89,Espeon,LANG_MISSING
zh,sm,sm8,Lost Thunder,6,sm8-6,Chikorita,LANG_MISSING
zh,sm,sm8,Lost Thunder,99,sm8-99,Yamask,LANG_MISSING
zh,sm,sm8,Lost Thunder,230,sm8-230,Counter Gain,LANG_MISSING
zh,sm,sm8,Lost Thunder,103,sm8-103,Chandelure,LANG_MISSING
zh,sm,sm8,Lost Thunder,152,sm8-152,Chansey,LANG_MISSING
zh,sm,sm8,Lost Thunder,204,sm8-204,Genesect GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,195,sm8-195,Shuckle GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,166,sm8-166,Toucannon,LANG_MISSING
zh,sm,sm8,Lost Thunder,137,sm8-137,Snubbull,LANG_MISSING
zh,sm,sm8,Lost Thunder,45,sm8-45,Houndour,LANG_MISSING
zh,sm,sm8,Lost Thunder,14,sm8-14,Jumpluff,LANG_MISSING
zh,sm,sm8,Lost Thunder,82,sm8-82,Zebstrika,LANG_MISSING
zh,sm,sm8,Lost Thunder,20,sm8-20,Treecko,LANG_MISSING
zh,sm,sm8,Lost Thunder,71,sm8-71,Electabuzz,LANG_MISSING
zh,sm,sm8,Lost Thunder,149,sm8-149,Mimikyu GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,118,sm8-118,Alolan Meowth,LANG_MISSING
zh,sm,sm8,Lost Thunder,108,sm8-108,Naganadel,LANG_MISSING
zh,sm,sm8,Lost Thunder,159,sm8-159,Lugia GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,61,sm8-61,Cubchoo,LANG_MISSING
zh,sm,sm8,Lost Thunder,30,sm8-30,Ninjask,LANG_MISSING
zh,sm,sm8,Lost Thunder,92,sm8-92,Unown,LANG_MISSING
zh,sm,sm8,Lost Thunder,55,sm8-55,Slowking,LANG_MISSING
zh,sm,sm8,Lost Thunder,86,sm8-86,Zeraora GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,75,sm8-75,Mareep,LANG_MISSING
zh,sm,sm8,Lost Thunder,24,sm8-24,Wurmple,LANG_MISSING
zh,sm,sm8,Lost Thunder,10,sm8-10,Ariados,LANG_MISSING
zh,sm,sm8,Lost Thunder,41,sm8-41,Quilava,LANG_MISSING
zh,sm,sm8,Lost Thunder,179,sm8-179,Kahili,LANG_MISSING
zh,sm,sm8,Lost Thunder,128,sm8-128,Durant,LANG_MISSING
zh,sm,sm8,Lost Thunder,138,sm8-138,Granbull,LANG_MISSING
zh,sm,sm8,Lost Thunder,169,sm8-169,Choice Helmet,LANG_MISSING
zh,sm,sm8,Lost Thunder,51,sm8-51,Pyroar,LANG_MISSING
zh,sm,sm8,Lost Thunder,34,sm8-34,Virizion GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,65,sm8-65,Popplio,LANG_MISSING
zh,sm,sm8,Lost Thunder,96,sm8-96,Sableye,LANG_MISSING
zh,sm,sm8,Lost Thunder,9,sm8-9,Spinarak,LANG_MISSING
zh,sm,sm8,Lost Thunder,87,sm8-87,Natu,LANG_MISSING
zh,sm,sm8,Lost Thunder,74,sm8-74,Lanturn,LANG_MISSING
zh,sm,sm8,Lost Thunder,25,sm8-25,Silcoon,LANG_MISSING
zh,sm,sm8,Lost Thunder,11,sm8-11,Hoppip,LANG_MISSING
zh,sm,sm8,Lost Thunder,40,sm8-40,Cyndaquil,LANG_MISSING
zh,sm,sm8,Lost Thunder,178,sm8-178,Heat Factory ◇,LANG_MISSING
zh,sm,sm8,Lost Thunder,129,sm8-129,Cobalion,LANG_MISSING
zh,sm,sm8,Lost Thunder,139,sm8-139,Ralts,LANG_MISSING
zh,sm,sm8,Lost Thunder,168,sm8-168,Aether Foundation Employee,LANG_MISSING
zh,sm,sm8,Lost Thunder,50,sm8-50,Litleo,LANG_MISSING
zh,sm,sm8,Lost Thunder,35,sm8-35,Skiddo,LANG_MISSING
zh,sm,sm8,Lost Thunder,64,sm8-64,Popplio,LANG_MISSING
zh,sm,sm8,Lost Thunder,97,sm8-97,Giratina,LANG_MISSING
zh,sm,sm8,Lost Thunder,8,sm8-8,Meganium,LANG_MISSING
zh,sm,sm8,Lost Thunder,44,sm8-44,Magcargo GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,15,sm8-15,Pineco,LANG_MISSING
zh,sm,sm8,Lost Thunder,83,sm8-83,Stunfisk,LANG_MISSING
zh,sm,sm8,Lost Thunder,21,sm8-21,Grovyle,LANG_MISSING
zh,sm,sm8,Lost Thunder,70,sm8-70,Bruxish,LANG_MISSING
zh,sm,sm8,Lost Thunder,148,sm8-148,Shiinotic,LANG_MISSING
zh,sm,sm8,Lost Thunder,119,sm8-119,Alolan Persian,LANG_MISSING
zh,sm,sm8,Lost Thunder,109,sm8-109,Onix,LANG_MISSING
zh,sm,sm8,Lost Thunder,158,sm8-158,Miltank,LANG_MISSING
zh,sm,sm8,Lost Thunder,60,sm8-60,Suicune GX,LANG_MISSING
zh,sm,sm8,Lost Thunder,31,sm8-31,Combee,LANG_MISSING
zh,sm,sm8,Lost Thunder,93,sm8-93,Wobbuffet,LANG_MISSING
zh,sm,sm8,Lost Thunder,54,sm8-54,Slowpoke,LANG_MISSING
zh,sm,sm9,Team Up,26,sm9-26,Psyduck,LANG_MISSING
zh,sm,sm9,Team Up,77,sm9-77,Kabuto,LANG_MISSING
zh,sm,sm9,Team Up,84,sm9-84,Alolan Muk,LANG_MISSING
zh,sm,sm9,Team Up,43,sm9-43,Ampharos GX,LANG_MISSING
zh,sm,sm9,Team Up,12,sm9-12,Charmander,LANG_MISSING
zh,sm,sm9,Team Up,188,sm9-188,Incineroar GX,LANG_MISSING
zh,sm,sm9,Team Up,53,sm9-53,Gengar & Mimikyu GX,LANG_MISSING
zh,sm,sm9,Team Up,94,sm9-94,Pangoro,LANG_MISSING
zh,sm,sm9,Team Up,67,sm9-67,Mr. Mime GX,LANG_MISSING
zh,sm,sm9,Team Up,36,sm9-36,Alolan Graveler,LANG_MISSING
zh,sm,sm9,Team Up,16,sm9-16,Ninetales,LANG_MISSING
zh,sm,sm9,Team Up,47,sm9-47,Joltik,LANG_MISSING
zh,sm,sm9,Team Up,73,sm9-73,Hitmonlee,LANG_MISSING
zh,sm,sm9,Team Up,22,sm9-22,Squirtle,LANG_MISSING
zh,sm,sm9,Team Up,80,sm9-80,Pupitar,LANG_MISSING
zh,sm,sm9,Team Up,90,sm9-90,Zorua,LANG_MISSING
zh,sm,sm9,Team Up,32,sm9-32,Articuno,LANG_MISSING
zh,sm,sm9,Team Up,63,sm9-63,Muk,LANG_MISSING
zh,sm,sm9,Team Up,57,sm9-57,Nidoran♂,LANG_MISSING
zh,sm,sm9,Team Up,17,sm9-17,Ponyta,LANG_MISSING
zh,sm,sm9,Team Up,46,sm9-46,Emolga,LANG_MISSING
zh,sm,sm9,Team Up,72,sm9-72,Primeape,LANG_MISSING
zh,sm,sm9,Team Up,23,sm9-23,Squirtle,LANG_MISSING
zh,sm,sm9,Team Up,81,sm9-81,Pancham,LANG_MISSING
zh,sm,sm9,Team Up,91,sm9-91,Zoroark,LANG_MISSING
zh,sm,sm9,Team Up,33,sm9-33,Pikachu & Zekrom GX,LANG_MISSING
zh,sm,sm9,Team Up,62,sm9-62,Grimer,LANG_MISSING
zh,sm,sm9,Team Up,56,sm9-56,Nidoqueen,LANG_MISSING
zh,sm,sm9,Team Up,27,sm9-27,Golduck,LANG_MISSING
zh,sm,sm9,Team Up,76,sm9-76,Omastar,LANG_MISSING
zh,sm,sm9,Team Up,85,sm9-85,Tyranitar,LANG_MISSING
zh,sm,sm9,Team Up,42,sm9-42,Flaaffy,LANG_MISSING
zh,sm,sm9,Team Up,13,sm9-13,Charmeleon,LANG_MISSING
zh,sm,sm9,Team Up,189,sm9-189,Cobalion GX,LANG_MISSING
zh,sm,sm9,Team Up,52,sm9-52,Zeraora,LANG_MISSING
zh,sm,sm9,Team Up,95,sm9-95,Yveltal,LANG_MISSING
zh,sm,sm9,Team Up,66,sm9-66,Mr. Mime,LANG_MISSING
zh,sm,sm9,Team Up,37,sm9-37,Alolan Golem,LANG_MISSING
zh,sm,sm9,Team Up,145,sm9-145,Jasmine,LANG_MISSING
zh,sm,sm9,Team Up,114,sm9-114,Alolan Exeggutor,LANG_MISSING
zh,sm,sm9,Team Up,182,sm9-182,Celebi & Venusaur GX,LANG_MISSING
zh,sm,sm9,Team Up,120,sm9-120,Eevee & Snorlax GX,LANG_MISSING
zh,sm,sm9,Team Up,171,sm9-171,Eevee & Snorlax GX,LANG_MISSING
zh,sm,sm9,Team Up,49,sm9-49,Helioptile,LANG_MISSING
zh,sm,sm9,Team Up,18,sm9-18,Rapidash,LANG_MISSING
zh,sm,sm9,Team Up,59,sm9-59,Nidoking,LANG_MISSING
zh,sm,sm9,Team Up,1,sm9-1,Celebi & Venusaur GX,LANG_MISSING
zh,sm,sm9,Team Up,161,sm9-161,Magikarp & Wailord GX,LANG_MISSING
zh,sm,sm9,Team Up,130,sm9-130,Aerodactyl,LANG_MISSING
zh,sm,sm9,Team Up,192,sm9-192,Dangerous Drill,LANG_MISSING
zh,sm,sm9,Team Up,104,sm9-104,Pawniard,LANG_MISSING
zh,sm,sm9,Team Up,155,sm9-155,Unidentified Fossil,LANG_MISSING
zh,sm,sm9,Team Up,186,sm9-186,Gengar & Mimikyu GX,LANG_MISSING
zh,sm,sm9,Team Up,175,sm9-175,Evelyn,LANG_MISSING
zh,sm,sm9,Team Up,124,sm9-124,Pidgeot,LANG_MISSING
zh,sm,sm9,Team Up,110,sm9-110,Klefki,LANG_MISSING
zh,sm,sm9,Team Up,141,sm9-141,Evelyn,LANG_MISSING
zh,sm,sm9,Team Up,79,sm9-79,Larvitar,LANG_MISSING
zh,sm,sm9,Team Up,28,sm9-28,Staryu,LANG_MISSING
zh,sm,sm9,Team Up,38,sm9-38,Voltorb,LANG_MISSING
zh,sm,sm9,Team Up,69,sm9-69,Cosmog,LANG_MISSING
zh,sm,sm9,Team Up,5,sm9-5,Beedrill,LANG_MISSING
zh,sm,sm9,Team Up,151,sm9-151,Nita,LANG_MISSING
zh,sm,sm9,Team Up,100,sm9-100,Bronzor,LANG_MISSING
zh,sm,sm9,Team Up,134,sm9-134,Black Market ◇,LANG_MISSING
zh,sm,sm9,Team Up,165,sm9-165,Gengar & Mimikyu GX,LANG_MISSING
zh,sm,sm9,Team Up,196,sm9-196,Pokémon Communication,LANG_MISSING
zh,sm,sm9,Team Up,187,sm9-187,Hoopa GX,LANG_MISSING
zh,sm,sm9,Team Up,174,sm9-174,Erika’s Hospitality,LANG_MISSING
zh,sm,sm9,Team Up,125,sm9-125,Meowth,LANG_MISSING
zh,sm,sm9,Team Up,111,sm9-111,Alolan Ninetales,LANG_MISSING
zh,sm,sm9,Team Up,140,sm9-140,Erika’s Hospitality,LANG_MISSING
zh,sm,sm9,Team Up,78,sm9-78,Kabutops,LANG_MISSING
zh,sm,sm9,Team Up,29,sm9-29,Magikarp,LANG_MISSING
zh,sm,sm9,Team Up,39,sm9-39,Electrode,LANG_MISSING
zh,sm,sm9,Team Up,68,sm9-68,Jynx,LANG_MISSING
zh,sm,sm9,Team Up,4,sm9-4,Kakuna,LANG_MISSING
zh,sm,sm9,Team Up,150,sm9-150,Nanu,LANG_MISSING
zh,sm,sm9,Team Up,101,sm9-101,Bronzong,LANG_MISSING
zh,sm,sm9,Team Up,135,sm9-135,Brock’s Grit,LANG_MISSING
zh,sm,sm9,Team Up,164,sm9-164,Gengar & Mimikyu GX,LANG_MISSING
zh,sm,sm9,Team Up,144,sm9-144,Ingo & Emmet,LANG_MISSING
zh,sm,sm9,Team Up,115,sm9-115,Alolan Exeggutor,LANG_MISSING
zh,sm,sm9,Team Up,183,sm9-183,Magikarp & Wailord GX,LANG_MISSING
zh,sm,sm9,Team Up,121,sm9-121,Pidgey,LANG_MISSING
zh,sm,sm9,Team Up,170,sm9-170,Latias & Latios GX,LANG_MISSING
zh,sm,sm9,Team Up,48,sm9-48,Galvantula,LANG_MISSING
zh,sm,sm9,Team Up,19,sm9-19,Moltres,LANG_MISSING
zh,sm,sm9,Team Up,58,sm9-58,Nidorino,LANG_MISSING
zh,sm,sm9,Team Up,160,sm9-160,Magikarp & Wailord GX,LANG_MISSING
zh,sm,sm9,Team Up,131,sm9-131,Lugia,LANG_MISSING
zh,sm,sm9,Team Up,193,sm9-193,Electrocharger,LANG_MISSING
zh,sm,sm9,Team Up,105,sm9-105,Bisharp,LANG_MISSING
zh,sm,sm9,Team Up,154,sm9-154,Sabrina’s Suggestion,LANG_MISSING
zh,sm,sm9,Team Up,126,sm9-126,Persian,LANG_MISSING
zh,sm,sm9,Team Up,177,sm9-177,Jasmine,LANG_MISSING
zh,sm,sm9,Team Up,184,sm9-184,Pikachu & Zekrom GX,LANG_MISSING
zh,sm,sm9,Team Up,143,sm9-143,Grass Memory,LANG_MISSING
zh,sm,sm9,Team Up,112,sm9-112,Mimikyu,LANG_MISSING
zh,sm,sm9,Team Up,88,sm9-88,Absol,LANG_MISSING
zh,sm,sm9,Team Up,7,sm9-7,Parasect,LANG_MISSING
zh,sm,sm9,Team Up,98,sm9-98,Skarmory,LANG_MISSING
zh,sm,sm9,Team Up,102,sm9-102,Ferroseed,LANG_MISSING
zh,sm,sm9,Team Up,153,sm9-153,Return Label,LANG_MISSING
zh,sm,sm9,Team Up,194,sm9-194,Judge Whistle,LANG_MISSING
zh,sm,sm9,Team Up,167,sm9-167,Incineroar GX,LANG_MISSING
zh,sm,sm9,Team Up,136,sm9-136,Buff Padding,LANG_MISSING
zh,sm,sm9,Team Up,116,sm9-116,Dratini,LANG_MISSING
zh,sm,sm9,Team Up,147,sm9-147,Lavender Town,LANG_MISSING
zh,sm,sm9,Team Up,173,sm9-173,Dana,LANG_MISSING
zh,sm,sm9,Team Up,122,sm9-122,Pidgey,LANG_MISSING
zh,sm,sm9,Team Up,180,sm9-180,Nita,LANG_MISSING
zh,sm,sm9,Team Up,3,sm9-3,Weedle,LANG_MISSING
